temperature,pressure,humidity,light,oxidised,reduced,nh3,pm1,pm25,pm10,timestamp
7.184616970304502,603.2490271794381,86.81697299209922,84.2185,13.213483146067416,448.9180327868857,100.34517766497463,1,1,1,1622645934125
22.27072715868541,1015.6848406861329,23.630283069865737,84.2185,13.213483146067416,453.0909090909091,100.34517766497463,1,1,1,1622645935217
22.12868658765025,1015.6714260988406,23.637800949118574,84.2185,13.213483146067416,448.9180327868857,99.94936708860764,1,1,1,1622645936314
22.15780446300577,1015.6623274361585,23.619005540345988,84.2185,13.213483146067416,448.9180327868857,99.94936708860764,1,1,1,1622645937432
22.160965447863788,1015.667662256297,23.575730726176324,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645938562
22.25678716771604,1015.6705216777483,23.587501991267303,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645939686
22.400214339735967,1015.6787108373492,23.561979047930368,84.2185,13.213483146067416,453.0909090909091,99.94936708860764,1,1,1,1622645940810
22.50289460327522,1015.6724125531217,23.464498984283168,84.2185,13.213483146067416,448.9180327868857,99.94936708860764,1,1,1,1622645941935
22.392670729189064,1015.6700192249908,23.427901605058317,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645943057
22.466233098130168,1015.6609053741843,23.37316219485657,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645944175
22.396756162526636,1015.6712903433039,23.354630063936398,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645945295
22.416168118708743,1015.6731599003097,23.34208489867524,84.2185,13.213483146067416,448.9180327868857,99.55555555555557,1,1,1,1622645946415
22.403152561843598,1015.6683998630738,23.347151744590484,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645947531
22.56883916973424,1015.6664027357499,23.310270273759606,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645948647
22.523008156215166,1015.6648095734936,23.304322183432554,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645949766
22.458227367040728,1015.6789113409609,23.31689707308449,84.2185,13.213483146067416,448.9180327868857,99.16372795969775,1,1,1,1622645950883
22.43973978368135,1015.6866206881418,23.32941684246794,84.2185,13.213483146067416,453.0909090909091,99.16372795969775,1,1,1,1622645952004
22.47170511084353,1015.682499803191,23.34774793221807,84.2185,13.213483146067416,448.9180327868857,99.16372795969775,1,1,1,1622645953124
22.422176581923594,1015.6851730472747,23.329932192834747,84.2185,13.135802469135802,448.9180327868857,99.16372795969775,1,1,1,1622645954242
22.42957161395363,1015.6783430486845,23.32971521064779,84.2185,13.213483146067416,448.9180327868857,98.77386934673368,1,1,1,1622645955363
22.547578445547263,1015.6760362207393,23.310894865714378,84.2185,13.135802469135802,448.9180327868857,98.77386934673368,1,1,1,1622645956485
22.609123906999116,1015.6650295020579,23.292426046787682,84.2185,13.135802469135802,448.9180327868857,98.77386934673368,1,1,1,1622645957611
22.601728872341653,1015.6667513032168,23.298632258618557,84.2185,13.135802469135802,448.9180327868857,98.38596491228074,1,1,1,1622645958734
22.605038444176863,1015.6603603275161,23.34175963812511,84.2185,13.135802469135802,448.9180327868857,98.38596491228074,1,1,1,1622645959853
22.5940201596283,1015.6664528524939,23.385299974727864,84.2185,13.135802469135802,448.9180327868857,98.00000000000001,1,1,1,1622645960976
22.602876032090407,1015.6766449746725,23.39831551693909,84.2185,13.135802469135802,448.9180327868857,98.00000000000001,1,1,1,1622645962096
22.625597586733434,1015.6704139290824,23.44086021789018,84.2185,13.135802469135802,448.9180327868857,98.00000000000001,1,1,1,1622645963212
22.612194103346454,1015.663525597415,23.46519878773354,84.2185,13.135802469135802,448.9180327868857,98.00000000000001,1,1,1,1622645964325
22.594168731313857,1015.6649480796857,23.471710328143068,84.2185,13.135802469135802,448.9180327868857,98.00000000000001,1,1,1,1622645965451
22.524303894658132,1015.6646826276545,23.526328354974872,84.2185,13.135802469135802,453.0909090909091,98.38596491228074,1,1,1,1622645966950
22.501120141541378,1015.663573478772,23.537684668738827,84.2185,13.135802469135802,453.0909090909091,98.38596491228074,1,1,1,1622645968069
22.520994269185596,1015.6710868111717,23.513161035818175,84.2185,13.213483146067416,453.0909090909091,98.77386934673368,1,1,1,1622645969182
22.516372378764828,1015.669181168097,23.49533485208724,84.2185,13.135802469135802,453.0909090909091,98.77386934673368,1,1,1,1622645970302
22.471927934320384,1015.6742895461766,23.507308467014816,84.2185,13.213483146067416,457.3333333333335,99.55555555555557,1,1,1,1622645971423
22.461759775972716,1015.6728214276709,23.513590534758315,84.2185,13.213483146067416,457.3333333333335,99.16372795969775,1,1,1,1622645972530
22.43680157248905,1015.6730869466171,23.54424740787799,84.2185,13.213483146067416,453.0909090909091,99.55555555555557,1,1,1,1622645973647
